FULL_STUDENT_NAME,Exam_ID,St_ID,Final_RESULT
Mohamed Shalaby,330,22268,22.22
Mohamed Shalaby,770,22268,33.33
Mohamed Shalaby,1144,22268,37.5
Omar Khalifa,669,22269,44.44
Omar Khalifa,900,22269,50
Habiba Elmasry,442,22270,50
Ali Adel,203,22271,22.22
Ali Adel,423,22271,40.91
Amr Gamal,934,22272,33.33
Mariam Adel,347,22273,41.67
Amr Khalifa,581,22274,45.45
Amr Khalifa,662,22274,40.91
Youssef Mahmoud,257,22275,41.67
Youssef Mahmoud,317,22275,20.83
Salma Tawfik,671,22276,37.5
Amr Fahmy,437,22277,37.5
Hassan Fouad,1047,22278,33.33
Khaled Elmasry,181,22279,45
Khaled Elmasry,593,22279,40.91
Ahmed Mahmoud,436,22280,45
Ahmed Mahmoud,594,22280,27.78
Ahmed Mahmoud,871,22280,44.44
Sherif Hassan,975,22281,45.83
Karim Gamal,961,22282,40
Karim Gamal,1122,22282,31.82
Karim Gamal,1452,22282,40.91
Jana Mansour,768,22283,33.33
Ibrahim Elmasry,227,22284,50
Ibrahim Elmasry,327,22284,40.91
Ibrahim Elmasry,1424,22284,31.82
Jana Khalifa,872,22285,45.45
Jana Khalifa,907,22285,37.5
Mahmoud Mahmoud,313,22286,45.45
Menna Ali,886,22287,40
Menna Ali,1438,22287,40
Esraa Khalifa,634,22288,20.83
Esraa Khalifa,665,22288,50
Ibrahim Fahmy,48,22289,37.5
Ibrahim Fahmy,225,22289,41.67
Ibrahim Fahmy,1152,22289,40
Ahmed Adel,1474,22290,40.91
Ali Fahmy,956,22291,37.5
Ali Fahmy,1330,22291,33.33
Amr Shalaby,952,22292,45.83
Salma Elmasry,372,22293,38.89
Menna Fahmy,426,22294,45.45
Menna Fahmy,1273,22294,37.5
Amr Fouad,438,22295,27.78
Amr Fouad,660,22295,37.5
Amr Fouad,1022,22295,40.91
Sara Hassan,1184,22296,36.36
Ahmed Kamel,59,22297,25
Ahmed Kamel,431,22297,50
Fatima Adel,94,22298,33.33
Fatima Adel,341,22298,22.22
Fatima Adel,1444,22298,41.67
Youssef Shalaby,216,22299,40.91
Youssef Shalaby,641,22299,40.91
Malak Mahmoud,60,22300,40
Malak Mahmoud,282,22300,31.82
Hana Fouad,253,22301,22.22
Hassan Mahmoud,861,22302,45
Hassan Mahmoud,1344,22302,37.5
Hassan Mahmoud,1452,22302,31.82
Mahmoud Mansour,176,22303,40.91
Farah Adel,1453,22304,36.36
Khaled Mahmoud,416,22305,40
Khaled Mahmoud,998,22305,40.91
Khaled Mahmoud,1491,22305,50
Ali Elsayed,515,22306,45
Ali Elsayed,1048,22306,31.82
Ali Elsayed,1455,22306,36.36
Tarek Mahmoud,71,22307,45.83
Tarek Mahmoud,243,22307,41.67
Menna Fouad,225,22308,37.5
Menna Fouad,793,22308,33.33
Menna Fouad,1318,22308,40
Yara Ali,943,22309,36.36
Yara Ali,1307,22309,41.67
Karim Samir,867,22310,40
Karim Samir,1423,22310,50
Malak Samir,161,22311,16.67
Sara Gamal,15,22312,29.17
Sara Gamal,397,22312,33.33
Sara Gamal,752,22312,50
Habiba Shalaby,452,22313,50
Salma Khalifa,159,22314,38.89
Salma Khalifa,250,22314,50
Ahmed Kamel,63,22315,44.44
Ahmed Kamel,117,22315,16.67
Salma Fouad,519,22316,38.89
Amr Fouad,419,22317,38.89
Amr Fouad,1476,22317,30
Mariam Shalaby,339,22318,29.17
Yara Khalifa,843,22319,50
Jana Ali,501,22320,38.89
Jana Ali,833,22320,41.67
Jana Ali,1185,22320,50
Hassan Gamal,845,22321,37.5
Hassan Gamal,1253,22321,22.73
Hassan Gamal,1283,22321,36.36
Youssef Ali,590,22322,44.44
Youssef Ali,1259,22322,33.33
Karim Tawfik,1001,22323,36.36
Walid Samir,436,22324,40
Karim Fouad,147,22325,40
Karim Fouad,475,22325,40
Fatima Samir,688,22326,31.82
Fatima Samir,794,22326,37.5
Hassan Hassan,1250,22327,44.44
Mahmoud Shalaby,630,22328,35
Mahmoud Shalaby,780,22328,38.89
Mahmoud Shalaby,1343,22328,33.33
Menna Ali,998,22329,36.36
Esraa Hassan,1395,22330,30
Malak Shalaby,366,22331,33.33
Khaled Gamal,368,22332,50
Khaled Gamal,923,22332,41.67
Ibrahim Fouad,48,22333,37.5
Ibrahim Fouad,857,22333,36.36
Ibrahim Fouad,951,22333,22.22
Ali Mahmoud,430,22334,33.33
Ali Mahmoud,653,22334,38.89
Ali Mahmoud,1063,22334,38.89
Nada Mansour,364,22335,29.17
Nada Mansour,1386,22335,41.67
Salma Gamal,111,22336,45
Salma Gamal,179,22336,30
Salma Ali,302,22337,20
Salma Ali,597,22337,31.82
Salma Ali,775,22337,41.67
Karim Adel,475,22338,35
Karim Adel,941,22338,45.45
Aya Elsayed,432,22339,33.33
Malak Elsayed,684,22340,45.45
Malak Elsayed,1058,22340,22.73
Malak Elsayed,1076,22340,25
Fatima Adel,661,22341,25
Mostafa Fahmy,1108,22342,38.89
Mostafa Fahmy,1220,22342,50
Mostafa Fahmy,1352,22342,38.89
Menna Tawfik,321,22343,36.36
Menna Tawfik,515,22343,45
Menna Tawfik,1348,22343,35
Jana Tawfik,710,22344,33.33
Jana Tawfik,801,22344,41.67
Ibrahim Samir,671,22345,37.5
Ibrahim Samir,1116,22345,37.5
Ibrahim Samir,1415,22345,35
Salma Elmasry,1211,22346,45.45
Nada Kamel,22,22347,27.27
Nada Kamel,864,22347,37.5
Nada Kamel,1303,22347,45.83
Khaled Ali,118,22348,38.89
Khaled Ali,1217,22348,41.67
Khaled Ali,1423,22348,35
Farah Elsayed,233,22349,35
Farah Elsayed,1116,22349,41.67
Farah Elsayed,1422,22349,41.67
Ali Kamel,210,22350,37.5
Ali Kamel,948,22350,31.82
Yara Ali,1290,22351,31.82
Hana Elsayed,837,22352,50
Mohamed Gamal,367,22353,41.67
Mohamed Gamal,889,22353,33.33
Mohamed Gamal,981,22353,45
Omar Ali,174,22354,40.91
Omar Ali,665,22354,36.36
Karim Ali,48,22355,33.33
Karim Ali,501,22355,38.89
Karim Ali,722,22355,40
Mariam Hassan,308,22356,36.36
Mariam Hassan,828,22356,40
Mariam Hassan,1274,22356,5
Jana Mansour,769,22357,38.89
Jana Mansour,1454,22357,45.45
Jana Mansour,1480,22357,33.33
Esraa Shalaby,76,22358,35
Esraa Shalaby,316,22358,29.17
Esraa Shalaby,1046,22358,35
Yara Fouad,561,22359,31.82
Yara Fouad,1145,22359,36.36
Nada Ali,319,22360,35
Nada Ali,1370,22360,31.82
Malak Adel,455,22361,40.91
Malak Adel,590,22361,38.89
Omar Hassan,220,22362,40
Omar Hassan,537,22362,40.91
Omar Hassan,595,22362,41.67
Sherif Elsayed,834,22363,41.67
Sherif Elsayed,1036,22363,45
Ali Fouad,831,22364,44.44
Hana Shalaby,182,22365,45.45
Mahmoud Shalaby,487,22366,36.36
Mahmoud Shalaby,657,22366,37.5
Karim Mahmoud,127,22367,44.44
Karim Mahmoud,305,22367,40
Khaled Mahmoud,280,22368,37.5
Khaled Mahmoud,636,22368,40
Khaled Mahmoud,794,22368,37.5
Malak Fouad,28,22369,35
Malak Fouad,1024,22369,38.89
Esraa Ali,66,22370,31.82
Esraa Ali,582,22370,35
Mostafa Khalifa,166,22371,25
Mostafa Khalifa,1044,22371,33.33
Mostafa Khalifa,1291,22371,38.89
Salma Mansour,96,22372,44.44
Salma Mansour,537,22372,45.45
Salma Mansour,1218,22372,25
Aya Gamal,1294,22373,35
Aya Gamal,1384,22373,40.91
Ali Tawfik,503,22374,40
Ali Tawfik,1018,22374,40
Ali Tawfik,1070,22374,38.89
Tarek Samir,152,22375,45.45
Menna Mahmoud,287,22376,40.91
Menna Mahmoud,805,22376,45.83
Youssef Elsayed,81,22377,30
Youssef Elsayed,1453,22377,45.45
Ibrahim Mansour,443,22378,50
Youssef Samir,124,22379,33.33
Youssef Samir,911,22379,44.44
Mahmoud Ali,1140,22380,35
Mahmoud Ali,1361,22380,30
Hana Elsayed,298,22381,27.78
Hana Elsayed,784,22381,45.45
Hana Elsayed,902,22381,31.82
Mostafa Elsayed,257,22382,37.5
Mostafa Elsayed,675,22382,33.33
Malak Adel,236,22383,40
Malak Adel,254,22383,33.33
Malak Adel,257,22383,29.17
Aya Fahmy,911,22384,33.33
Aya Fahmy,1447,22384,36.36
Mostafa Hassan,163,22385,38.89
Farah Adel,114,22386,50
Farah Adel,1093,22386,50
Sara Ali,623,22387,45
Sara Ali,1297,22387,36.36
Sara Ali,1401,22387,38.89
Salma Fouad,1126,22388,41.67
Nour Hassan,567,22389,31.82
Jana Fahmy,94,22390,50
Jana Fahmy,863,22390,37.5
Nour Ali,100,22391,35
Nour Ali,182,22391,40.91
Nour Ali,328,22391,40.91
Menna Samir,505,22392,33.33
Tarek Fouad,71,22393,41.67
Hana Hassan,258,22394,40
Nour Ali,86,22395,20
Nour Ali,107,22395,44.44
Nour Ali,1288,22395,37.5
Tarek Fahmy,799,22396,31.82
Hana Tawfik,325,22397,36.36
Hana Tawfik,1252,22397,38.89
Hana Tawfik,1387,22397,33.33
Nour Gamal,184,22398,45.83
Nour Gamal,582,22398,50
Mahmoud Fahmy,877,22399,50
Nada Elmasry,222,22400,22.22
Nada Elmasry,784,22400,40.91
Nada Elmasry,1330,22400,50
Fatima Tawfik,315,22401,38.89
Fatima Tawfik,639,22401,35
Fatima Tawfik,809,22401,38.89
Tarek Elsayed,984,22402,50
Sara Shalaby,1050,22403,38.89
Sara Shalaby,1345,22403,31.82
Hana Khalifa,442,22404,38.89
Mostafa Tawfik,1023,22405,44.44
Nour Mahmoud,68,22406,33.33
Nour Mahmoud,593,22406,40.91
Nour Mahmoud,1490,22406,50
Malak Fouad,559,22407,38.89
Malak Fouad,1019,22407,40.91
Menna Fouad,949,22408,33.33
Menna Fouad,1260,22408,50
Sara Kamel,452,22409,40
Sara Kamel,569,22409,37.5
Sara Kamel,587,22409,45.45
Sara Shalaby,1415,22410,30
Sara Shalaby,1416,22410,27.27
Farah Elsayed,670,22411,41.67
Tarek Elsayed,1434,22412,50
Tarek Elsayed,1477,22412,50
Hassan Ali,72,22413,37.5
Hassan Ali,577,22413,36.36
Hassan Ali,820,22413,25
Omar Khalifa,824,22414,38.89
Jana Fahmy,980,22415,18.18
Ibrahim Fouad,247,22416,45.83
Ibrahim Fouad,816,22416,36.36
Ibrahim Fouad,1323,22416,38.89
Jana Mahmoud,953,22417,38.89
Hassan Ali,977,22418,45.45
Hassan Ali,1208,22418,44.44
Menna Kamel,980,22419,45.45
Menna Kamel,1216,22419,40.91
Menna Kamel,1470,22419,40
Menna Gamal,134,22420,40
Menna Gamal,246,22420,50
Menna Gamal,1058,22420,31.82
Farah Adel,653,22421,33.33
Farah Adel,1022,22421,50
Farah Adel,1420,22421,33.33
Khaled Samir,1350,22422,45
Youssef Adel,168,22423,38.89
Youssef Adel,275,22423,40
Youssef Adel,1050,22423,27.78
Mahmoud Mahmoud,128,22424,25
Mahmoud Mahmoud,641,22424,27.27
Mahmoud Mahmoud,1087,22424,45.45
Malak Khalifa,81,22425,30
Esraa Fouad,721,22426,44.44
Esraa Fouad,743,22426,35
Esraa Fouad,1113,22426,38.89
Salma Ali,904,22427,50
Salma Ali,1136,22427,37.5
Salma Adel,211,22428,33.33
Tarek Mansour,541,22429,45.45
Tarek Mansour,874,22429,27.78
Mostafa Kamel,82,22430,40.91
Mostafa Kamel,218,22430,31.82
Mostafa Kamel,395,22430,37.5
Habiba Tawfik,699,22431,27.78
Khaled Fouad,84,22432,45.83
Khaled Fouad,1352,22432,38.89
Menna Samir,322,22433,44.44
Menna Samir,816,22433,40.91
Menna Samir,1115,22433,33.33
Farah Tawfik,112,22434,36.36
Farah Tawfik,970,22434,38.89
Farah Tawfik,1033,22434,50
Hassan Mahmoud,141,22435,41.67
Hassan Mahmoud,1315,22435,22.22
Hassan Mahmoud,1357,22435,41.67
Hassan Mahmoud,787,22436,45.45
Yara Kamel,291,22437,35
Yara Kamel,1023,22437,33.33
Yara Kamel,1337,22437,50
Fatima Mansour,1327,22438,37.5
Fatima Ali,413,22439,33.33
Fatima Ali,596,22439,40.91
Karim Adel,303,22440,31.82
Hassan Gamal,952,22441,41.67
Habiba Hassan,1433,22442,37.5
Habiba Elmasry,303,22443,31.82
Hana Fahmy,500,22444,35
Sara Fouad,94,22445,33.33
Sara Fouad,503,22445,25
Yara Khalifa,275,22446,40
Yara Khalifa,844,22446,45
Mahmoud Adel,896,22447,36.36
Salma Hassan,581,22448,50
Salma Hassan,672,22448,33.33
Nada Samir,430,22449,50
Nada Samir,593,22449,40.91
Omar Kamel,341,22450,38.89
Omar Kamel,652,22450,35
Omar Kamel,853,22450,41.67
Aya Kamel,1098,22451,38.89
Aya Kamel,1367,22451,45.83
Habiba Ali,621,22452,45.45
Habiba Ali,953,22452,50
Salma Fahmy,763,22453,40.91
Salma Fahmy,1315,22453,44.44
Mostafa Fahmy,82,22454,27.27
Mostafa Fahmy,268,22454,38.89
Mostafa Fahmy,1321,22454,31.82
Ibrahim Gamal,418,22455,31.82
Karim Fouad,324,22456,45.83
Karim Fouad,417,22456,35
Karim Fouad,1428,22456,30
Sherif Mansour,4,22457,45
Sherif Mansour,1255,22457,33.33
Sherif Mansour,1399,22457,33.33
Mohamed Mahmoud,80,22458,45
Mohamed Mahmoud,731,22458,35
Farah Adel,583,22459,33.33
Farah Adel,733,22459,40
Yara Elmasry,170,22460,41.67
Yara Elmasry,1165,22460,41.67
Youssef Hassan,499,22461,40.91
Salma Tawfik,52,22462,40.91
Fatima Elsayed,334,22463,36.36
Fatima Elsayed,762,22463,37.5
Ibrahim Gamal,1101,22464,45.45
Fatima Gamal,467,22465,27.78
Fatima Gamal,1107,22465,41.67
Esraa Mahmoud,46,22466,45
Esraa Mahmoud,811,22466,50
Ibrahim Ali,707,22467,31.82
Ibrahim Ali,1296,22467,44.44
Amr Tawfik,656,22468,36.36
Amr Tawfik,744,22468,40.91
Amr Tawfik,1160,22468,44.44
Sara Khalifa,1277,22469,27.78
Sara Khalifa,1460,22469,40.91
Ali Mahmoud,116,22470,40.91
Ali Mahmoud,601,22470,40.91
Ali Mahmoud,642,22470,36.36
Sara Adel,1066,22471,35
Ali Ali,807,22472,45
Malak Fahmy,265,22473,31.82
Nada Mansour,1098,22474,44.44
Nada Mansour,1439,22474,36.36
Hana Khalifa,69,22475,35
Hana Khalifa,966,22475,27.78
Fatima Samir,584,22476,37.5
Fatima Samir,749,22476,35
Menna Tawfik,672,22477,41.67
Menna Tawfik,705,22477,36.36
Menna Tawfik,747,22477,44.44
Malak Mansour,130,22478,40.91
Nada Ali,1371,22479,20.83
Ali Adel,221,22480,37.5
Ali Adel,799,22480,45.45
Ali Adel,912,22480,35
Ahmed Mahmoud,1423,22481,45
Mahmoud Elmasry,1254,22482,27.78
Mahmoud Elmasry,1259,22482,33.33
Mahmoud Elmasry,1395,22482,40
Fatima Elsayed,72,22483,37.5
Fatima Elsayed,815,22483,31.82
Fatima Elsayed,920,22483,38.89
Mariam Tawfik,24,22484,40.91
Mariam Tawfik,852,22484,25
Mariam Tawfik,858,22484,45.83
Yara Elmasry,97,22485,40.91
Yara Elmasry,532,22485,33.33
Yara Elmasry,906,22485,50
Malak Tawfik,240,22486,27.78
Malak Tawfik,475,22486,40
Mostafa Samir,443,22487,40
Mostafa Samir,768,22487,44.44
Mostafa Samir,879,22487,30
Habiba Khalifa,812,22488,50
Hana Fouad,653,22489,33.33
Hana Fouad,721,22489,27.78
Hana Elsayed,331,22490,40.91
Mohamed Gamal,952,22491,29.17
Mohamed Gamal,1408,22491,40
Nour Mansour,566,22492,38.89
Nour Mansour,1360,22492,27.27
Nour Mansour,1398,22492,33.33
Jana Ali,801,22493,37.5
Jana Ali,819,22493,31.82
Yara Mansour,202,22494,38.89
Yara Mansour,566,22494,33.33
Yara Mansour,592,22494,27.78
Menna Samir,415,22495,33.33
Menna Samir,582,22495,35
Ibrahim Ali,738,22496,35
Salma Mansour,528,22497,38.89
Salma Mansour,599,22497,40.91
Salma Mansour,675,22497,37.5
Jana Khalifa,656,22498,31.82
Jana Khalifa,812,22498,50
Jana Khalifa,1336,22498,44.44
Ali Gamal,918,22499,40
Ali Gamal,1266,22499,38.89
Ali Gamal,1478,22499,40.91
Hana Shalaby,321,22500,45.45
Hana Shalaby,413,22500,37.5
Aya Mansour,656,22501,31.82
Aya Mansour,769,22501,38.89
Aya Mansour,772,22501,50
Esraa Mansour,962,22502,30
Esraa Mansour,1098,22502,38.89
Esraa Hassan,190,22503,27.78
Amr Adel,1443,22504,33.33
Esraa Hassan,187,22505,37.5
Esraa Hassan,424,22505,40
Esraa Hassan,751,22505,44.44
Ahmed Khalifa,828,22506,35
Ahmed Khalifa,915,22506,30
Ahmed Khalifa,1282,22506,41.67
Hana Shalaby,43,22507,45
Hana Shalaby,178,22507,40
Hana Shalaby,544,22507,45
Menna Elsayed,289,22508,40.91
Menna Elsayed,602,22508,41.67
Menna Elsayed,682,22508,31.82
Mahmoud Khalifa,708,22509,45.83
Mahmoud Khalifa,1219,22509,36.36
Menna Elsayed,148,22510,25
Mostafa Adel,343,22511,45.83
Mostafa Adel,826,22511,38.89
Mostafa Adel,945,22511,45.45
Mostafa Fahmy,1265,22512,27.78
Mostafa Fahmy,1314,22512,37.5
Farah Adel,497,22513,40
Sara Elsayed,56,22514,33.33
Sara Elsayed,434,22514,35
Aya Samir,84,22515,29.17
Aya Samir,611,22515,40
Aya Samir,1463,22515,41.67
Ibrahim Mahmoud,1119,22516,50
Ibrahim Mahmoud,1486,22516,50
Ahmed Fouad,299,22517,45.45
Mohamed Kamel,992,22518,36.36
Mohamed Kamel,1289,22518,27.27
Nour Mansour,340,22519,44.44
Habiba Elmasry,967,22520,40.91
Habiba Elmasry,1044,22520,44.44
Habiba Elmasry,1378,22520,33.33
Salma Adel,582,22521,40
Malak Elmasry,763,22522,40.91
Nour Khalifa,1189,22523,33.33
Mohamed Hassan,235,22524,40.91
Mohamed Hassan,668,22524,38.89
Mohamed Hassan,851,22524,45
Esraa Kamel,435,22525,36.36
Esraa Kamel,1305,22525,40.91
Esraa Kamel,1485,22525,27.27
Youssef Adel,651,22526,25
Youssef Adel,880,22526,31.82
Esraa Mansour,47,22527,20
Esraa Mansour,170,22527,41.67
Esraa Mansour,431,22527,31.82
Ahmed Hassan,258,22528,45
Ahmed Hassan,1024,22528,38.89
Ahmed Hassan,1397,22528,33.33
Sara Adel,1009,22529,45
Ahmed Mahmoud,307,22530,37.5
Ali Mahmoud,114,22531,18.18
Hassan Mansour,246,22532,45.45
Amr Fouad,81,22533,35
Amr Fouad,1350,22533,35
Mohamed Fahmy,459,22534,38.89
Mohamed Fahmy,1091,22534,27.78
Salma Ali,412,22535,40
Sara Fouad,811,22536,38.89
Sara Fouad,1307,22536,33.33
Menna Shalaby,923,22537,25
Habiba Adel,519,22538,33.33
Omar Elsayed,990,22539,38.89
Omar Elsayed,1166,22539,45.83
Youssef Tawfik,653,22540,33.33
Nour Mahmoud,90,22541,33.33
Nour Mahmoud,516,22541,33.33
Nour Mahmoud,1471,22541,35
Menna Khalifa,82,22542,45.45
Menna Khalifa,1088,22542,45.45
Menna Khalifa,1230,22542,44.44
Tarek Gamal,521,22543,37.5
Tarek Gamal,1306,22543,33.33
Tarek Gamal,1420,22543,29.17
Sara Shalaby,419,22544,38.89
Sara Shalaby,479,22544,37.5
Mahmoud Elmasry,891,22545,41.67
Mahmoud Elmasry,1161,22545,35
Sherif Tawfik,383,22546,44.44
Sherif Tawfik,713,22546,45.83
Amr Shalaby,260,22547,37.5
Amr Shalaby,1008,22547,35
Yara Kamel,21,22548,35
Yara Kamel,475,22548,40
Fatima Fouad,230,22549,37.5
Fatima Fouad,1046,22549,30
Fatima Fouad,1094,22549,36.36
Khaled Adel,1124,22550,25
Aya Elmasry,312,22551,35
Aya Elmasry,619,22551,35
Ahmed Ali,142,22552,41.67
Ahmed Ali,510,22552,29.17
Ahmed Ali,529,22552,33.33
Menna Fahmy,1207,22553,45.45
Menna Fahmy,1376,22553,25
Nour Hassan,1377,22554,38.89
Omar Hassan,57,22555,30
Omar Hassan,249,22555,50
Omar Hassan,1476,22555,45
Malak Mansour,464,22556,27.27
Malak Mansour,1259,22556,45.83
Ali Kamel,591,22557,36.36
Ali Kamel,1072,22557,33.33
Ali Kamel,1220,22557,38.89
Ali Khalifa,364,22558,33.33
Ali Khalifa,505,22558,38.89
Ali Khalifa,522,22558,27.27
Mostafa Samir,218,22559,31.82
Mostafa Samir,304,22559,40
Mariam Ali,455,22560,18.18
Mariam Ali,518,22560,41.67
Mariam Ali,583,22560,38.89
Menna Gamal,581,22561,40.91
Menna Gamal,747,22561,38.89
Menna Gamal,1455,22561,40.91
Omar Ali,610,22562,40.91
Omar Ali,735,22562,40.91
Jana Shalaby,709,22563,35
Tarek Ali,1400,22564,45
Khaled Fahmy,1364,22565,33.33
Hassan Adel,692,22566,31.82
Hassan Adel,1257,22566,35
Salma Gamal,75,22567,45.45
Salma Gamal,339,22567,41.67
Salma Gamal,1040,22567,29.17
Farah Fahmy,670,22568,45.83
Farah Fahmy,1493,22568,33.33
Amr Mahmoud,1246,22569,45
Mariam Tawfik,419,22570,50
Salma Fouad,1179,22571,50
Mohamed Tawfik,650,22572,45
Mohamed Tawfik,703,22572,41.67
Mohamed Tawfik,1321,22572,31.82
Nada Kamel,296,22573,45
Nada Kamel,495,22573,40
Nada Kamel,1440,22573,37.5
Tarek Mahmoud,337,22574,40
Tarek Mahmoud,852,22574,40
Sherif Fahmy,1049,22575,31.82
Ali Samir,301,22576,33.33
Ali Samir,584,22576,41.67
Walid Fouad,78,22577,41.67
Walid Fouad,614,22577,45
Walid Fouad,741,22577,33.33
Hana Fouad,1191,22578,31.82
Walid Adel,48,22579,41.67
Walid Adel,574,22579,37.5
Walid Ali,146,22580,45.45
Walid Ali,238,22580,40.91
Walid Ali,1407,22580,38.89
Farah Gamal,1438,22581,30
Ibrahim Mansour,1069,22582,36.36
Nour Mahmoud,1094,22583,36.36
Hana Mansour,1456,22584,38.89
Ali Elmasry,762,22585,41.67
Ali Elmasry,1367,22585,33.33
Ibrahim Hassan,296,22586,35
Ibrahim Hassan,1346,22586,31.82
Ibrahim Hassan,1424,22586,36.36
Yara Tawfik,54,22587,41.67
Yara Tawfik,1037,22587,44.44
Yara Tawfik,1478,22587,31.82
Nada Kamel,605,22588,41.67
Omar Fouad,112,22589,45.45
Omar Fouad,1154,22589,41.67
Omar Samir,726,22590,33.33
Omar Samir,1338,22590,41.67
Ali Ali,277,22591,25
Ali Ali,831,22591,38.89
Ali Ali,1277,22591,22.22
Nada Khalifa,99,22592,33.33
Nada Khalifa,459,22592,27.78
Nada Khalifa,1297,22592,45.45
Khaled Khalifa,833,22593,37.5
Khaled Khalifa,977,22593,45.45
Ibrahim Kamel,313,22594,31.82
Ibrahim Kamel,805,22594,29.17
Ibrahim Kamel,938,22594,41.67
Fatima Mahmoud,87,22595,36.36
Fatima Mahmoud,1271,22595,40.91
Esraa Elsayed,1135,22596,45.45
Youssef Ali,1360,22597,45.45
Nour Kamel,104,22598,33.33
Nour Kamel,858,22598,37.5
Nour Kamel,876,22598,30
Ali Samir,14,22599,35
Ali Samir,1253,22599,45.45
Ali Samir,1325,22599,40
Salma Fouad,189,22600,50
Salma Fouad,349,22600,45.45
Salma Fouad,655,22600,45
Fatima Mansour,1107,22601,33.33
Jana Hassan,67,22602,31.82
Jana Hassan,1378,22602,33.33
Youssef Shalaby,95,22603,30
Youssef Shalaby,308,22603,40.91
Youssef Shalaby,1235,22603,33.33
Fatima Shalaby,142,22604,33.33
Khaled Samir,1067,22605,44.44
Khaled Samir,1181,22605,33.33
Khaled Samir,1280,22605,45.83
Menna Fouad,82,22606,27.27
Menna Fouad,971,22606,40.91
Jana Fouad,216,22607,31.82
Mohamed Gamal,462,22608,22.22
Mohamed Gamal,1346,22608,31.82
Mohamed Gamal,1466,22608,41.67
Yara Ali,724,22609,45
Yara Ali,810,22609,40.91
Yara Ali,1106,22609,38.89
Esraa Mahmoud,1406,22610,40
Esraa Mahmoud,1485,22610,45.45
Ibrahim Elmasry,243,22611,33.33
Ibrahim Elmasry,805,22611,50
Ibrahim Elmasry,1189,22611,37.5
Amr Mahmoud,14,22612,35
Amr Mahmoud,172,22612,45.45
Amr Mahmoud,910,22612,35
Youssef Hassan,198,22613,33.33
Youssef Hassan,993,22613,36.36
Youssef Hassan,1323,22613,44.44
Fatima Elsayed,642,22614,40.91
Fatima Elsayed,825,22614,29.17
Habiba Fahmy,581,22615,27.27
Habiba Fahmy,984,22615,36.36
Sara Mansour,974,22616,45
Omar Samir,266,22617,36.36
Omar Samir,654,22617,36.36
Omar Samir,1351,22617,22.22
Karim Ali,342,22618,38.89
Yara Fouad,140,22619,35
Yara Fouad,378,22619,45
Yara Fouad,614,22619,45
Hassan Elsayed,182,22620,40.91
Hassan Elsayed,577,22620,18.18
Hassan Elsayed,744,22620,36.36
Esraa Mahmoud,107,22621,44.44
Esraa Mahmoud,288,22621,44.44
Esraa Mahmoud,1253,22621,40.91
Mohamed Elsayed,323,22622,45.45
Mohamed Elsayed,1172,22622,35
Mohamed Elsayed,1493,22622,38.89
Mariam Ali,168,22623,27.78
Mariam Ali,614,22623,45
Sara Mahmoud,685,22624,40
Sara Mahmoud,955,22624,33.33
Sara Mahmoud,973,22624,25
Menna Elmasry,547,22625,29.17
Sara Kamel,541,22626,40.91
Ali Kamel,1348,22627,30
Habiba Tawfik,818,22628,33.33
Habiba Tawfik,1460,22628,36.36
Hassan Mahmoud,445,22629,31.82
Hassan Mahmoud,1092,22629,40
Amr Shalaby,835,22630,38.89
Amr Shalaby,1204,22630,33.33
Amr Shalaby,1378,22630,44.44
Mohamed Shalaby,190,22631,44.44
Mohamed Shalaby,888,22631,38.89
Mahmoud Fouad,1425,22632,50
Walid Tawfik,470,22633,37.5
Walid Tawfik,1291,22633,38.89
Mohamed Gamal,663,22634,31.82
Mohamed Gamal,733,22634,30
Mohamed Gamal,915,22634,35
Walid Kamel,1145,22635,36.36
Aya Kamel,407,22636,33.33
Aya Kamel,1079,22636,27.78
Aya Kamel,1470,22636,35
Nour Gamal,353,22637,33.33
Nour Gamal,605,22637,33.33
Nour Gamal,1088,22637,40.91
Ali Kamel,168,22638,33.33
Fatima Kamel,702,22639,45.45
Yara Mansour,496,22640,22.73
Yara Mansour,1101,22640,31.82
Omar Fahmy,362,22641,41.67
Omar Fahmy,861,22641,45
Omar Fahmy,75,22642,45.45
Omar Fahmy,1042,22642,38.89
Sara Ali,327,22643,45.45
Sara Ali,726,22643,38.89
Mostafa Elsayed,372,22644,33.33
Mohamed Khalifa,119,22645,40
Mohamed Khalifa,206,22645,37.5
Mohamed Khalifa,895,22645,40.91
Mariam Fouad,133,22646,40.91
Ahmed Gamal,523,22647,31.82
Aya Tawfik,1132,22648,45.83
Amr Elmasry,1134,22649,38.89
Ahmed Mahmoud,369,22650,40
Ahmed Mahmoud,1042,22650,44.44
Jana Samir,740,22651,27.78
Jana Samir,1127,22651,37.5
Ali Shalaby,150,22652,36.36
Ali Shalaby,1111,22652,40
Ali Shalaby,1293,22652,37.5
Khaled Tawfik,499,22653,36.36
Khaled Tawfik,1437,22653,37.5
Nour Khalifa,788,22654,20.83
Ali Tawfik,1384,22655,31.82
Farah Shalaby,383,22656,33.33
Farah Shalaby,785,22656,37.5
Farah Shalaby,1487,22656,44.44
Tarek Adel,911,22657,33.33
Tarek Adel,1364,22657,37.5
Tarek Adel,1428,22657,35
Nour Mahmoud,204,22658,40.91
Nour Mahmoud,344,22658,33.33
Nour Mahmoud,1482,22658,33.33
Malak Ali,890,22659,40
